Para analizar los resultados podés bajar el .csv (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recordá calificar a la empresa donde estás trabajando en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Usá el código ENCUESTA en la tienda de sysarmy y llevate un 10% de descuento!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,Esta obra está bajo una Licencia Creative Commons Atribución-NoComercial-CompartirIgual 4.0 Internacional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dónde estás trabajando;Tipo de contrato;Salario mensual o retiro BRUTO (en tu moneda local);Salario mensual o retiro NETO (en tu moneda local);Pagos en dólares;¿Cuál fue el último valor de dólar que tomaron?;¿Qué tan conforme estás con tu sueldo?;Cómo creés que está tu sueldo con respecto al último semestre;Recibís algún tipo de bono;A qué está atado el bono;¿Tuviste ajustes por inflación durante 2021?;¿De qué % fue el ajuste total?;¿En qué mes fue el último ajuste?;Trabajo de;Años de experiencia;Años en la empresa actual;Años en el puesto actual;¿Gente a cargo?;Plataformas;Lenguajes de programación o tecnologías.;Frameworks, herramientas y librerías;Bases de datos;QA / Testing;IDEs;Cantidad de personas en tu organización;Trabajo para una empresa que no tiene oficina en mi ciudad;Actividad principal;¿La recomendás como un buen lugar para trabajar?;¿Cómo calificás las políticas de diversidad e inclusión?;Beneficios extra;Nivel de estudios alcanzado;Estado;Carrera;Universidad;Realizaste cursos de especialización;¿Contribuís a proyectos open source?;¿Programás como hobbie?;¿Tenés guardias?;Cuánto cobrás por guardia;¿Porcentaje, bruto o neto?;¿Sufriste o presenciaste situaciones de violencia laboral?;¿Tenés algún tipo de discapacidad?;¿Sentís que esto te dificultó el conseguir trabajo?;¿Cómo venís llevando la pandemia?;¿Tenés hijos/as menores de edad?;¿Con cuántas personas estás conviviendo?;¿Con quiénes convivís?;¿Tenés un espacio dedicado para el trabajo?;¿Tenés que compartir tu equipo de trabajo con alguien?;¿Qué tipo de cuarentena hiciste / estás haciendo?;¿Cambió tu situación laboral a raíz de la pandemia?;¿Qué tanto sentís que te está apoyando tu empresa/organización en esta situación?;¿Cómo se vio afectada tu empresa/organización?;¿Instauraron algún beneficio nuevo?;Tengo;Me identifico
Chaco;Full-Time;84000;66.8;;;2;3;No;No recibo bono;Dos;20;8;Developer;1.5;1.5;1.5;0;Docker| Linux;CSS| HTML| Javascript;Bootstrap| Vue.js;Ninguna de las anteriores;Jest;Visual Studio Code;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;10;10;Abono de celular| Capacitaciones y/o cursos| Clases de idiomas;Universitario;En curso;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;No;No;No;No;0;Porcentaje de mi sueldo;;;;;;;;;;;;;;;28;Mujer Cis
Chaco;Full-Time;152000;116000;Mi sueldo está dolarizado (pero cobro en moneda local);98;3;3;No;Mix de las anteriores;No;0;0;QA / Tester;2;0;2;0;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;101-200;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;9;8;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Horarios flexibles;Universitario;En curso;Electromecánica;UTN - Universidad Tecnológica Nacional;Sí| de forma particular;No;Sí;No;0;Bruto;En un trabajo anterior;;;3;0;3;Familia de origen (madre/padre/hermanos/as);No;No;3;Cambié de trabajo| pero no por la pandemia;7;Cerró oficinas| Se vio beneficiada;Clases de meditación| Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Pago de abono de Internet;29;Varón Cis
Chaco;Tercerizado (trabajo a través de consultora o agencia);179701;130122;;;2;2;No;No recibo bono;Uno;40;3;Developer;7;2;1;2;Azure;.NET| C#| CSS| HTML| Javascript| TypeScript;.NET Core| Angular;Microsoft SQL Server;Karma| Postman;Visual Studio Code;10-Jan;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;5;7;Capacitaciones y/o cursos| Horarios flexibles;Terciario;Incompleto;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional;Sí| de forma particular;No;Sí;No;0;Neto;;;;;;;;;;;;;;;35;Varón Cis
Chaco;Full-Time;77104;64112;Mi sueldo está dolarizado (pero cobro en moneda local);100.74;3;4;Un sueldo;Aguinaldos;No;0;0;Designer;3;0;0;0;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;101-200;;Servicios / Consultoría de Software / Digital;9;9;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Work from home;Universitario;Completado;Diseño Gráfico;UNNE ;Sí| de forma particular;No;No;No;0;Porcentaje de mi sueldo;Jamás;;;;;;;;;;;;;;29;Mujer
Chaco;Full-Time;62450;52190;Mi sueldo está dolarizado (pero cobro en moneda local);98;2;1;No;No recibo bono;Uno;12;4;QA / Tester;0;0;0;0;Amazon Web Services;Java;Ninguno de los anteriores;ElasticSearch| Oracle;JUnit;IntelliJ| Visual Studio Code;101-200;;Producto basado en Software;10;10;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Licencia de paternidad / maternidad extendida| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias);Terciario;En curso;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional;Sí| de forma particular| Sí| los pagó un empleador;Sí;Sí;No;0;Porcentaje de mi sueldo;Jamás;;;3;1;2;Pareja| Hijos/as (tiempo completo);No;No;2;Decidí buscar otro trabajo;10;Se vio beneficiada;Clases de gimnasia| Clases de meditación| Clases de yoga| Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Pago de abono de Internet;46;Varón Cis
Chaco;Full-Time;80000;110000;;;3;3;Menos de un sueldo;Performance individual;Dos;50;6;Developer;3;1;1;0;Windows Server;Javascript| SQL;Angular| Bootstrap| jQuery| Node.js;Microsoft SQL Server;Postman;Visual Studio Code;1001-2000;;Producto basado en Software;8;6;Capacitaciones y/o cursos| Licencia de paternidad / maternidad extendida;Universitario;Completado;Licenciatura en Administración;UCP - Universidad de la Cuenca del Plata;Sí| de forma particular| Sí| los pagó un empleador;No;Sí;No;0;Bruto;Jamás;;No;3;1;2;Pareja;No;No;3;Decidí buscar otro trabajo;8;Se vio beneficiada;Ninguna de las anteriores;34;Varón Cis
Chaco;Full-Time;122000;105000;;;1;1;No;No recibo bono;Uno;17;5;Administrador Infraestructura;13;5;5;2;Onpremise;Python| SQL;Ninguno de los anteriores;MariaDB| Microsoft SQL Server| MongoDB| MySQL;Ninguna de las anteriores;Visual Studio Code;2001-5000;;Otras industrias;5;3;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;34;Hombre
Chaco;Full-Time;125000;105000;;;4;4;No;No recibo bono;No;0;0;Developer;0;0;0;0;Linux;Javascript;Bootstrap| React.js| React Native;Ninguna de las anteriores;Jest;Visual Studio Code;10001+;;Servicios / Consultoría de Software / Digital;9;10;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas;Secundario;Completado;;;Sí| de forma particular;No;Sí;No;0;Porcentaje de mi sueldo;Jamás;;;3;0;1;Abuela;Sí;No;1;Decidí dejar la universidad y empezar a programar;10;No la afectó;Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Pago de abono de Internet;23;Mujer Cis
Chaco;Full-Time;85000;71000;;;2;1;Menos de un sueldo;Mix de las anteriores;No;0;0;Developer;3;3;3;0;Linux;SQL| Genexus (ojalá cuente xD);Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores;Notepad++;501-1000;;Producto basado en Software;6;0;Viáticos;Universitario;Incompleto;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;Sí| de forma particular| Sí| los pagó un empleador;No;Sí;No;0;Porcentaje de mi sueldo;Jamás;;;3;0;1;Pareja;Sí;No;3;"la empresa tuvo que aceptar que el trabajo remoto"" es una forma de trabajo """;6;muchos compañeros renunciaron y encontraron mejores trabajos | mejores pagos;Ninguna de las anteriores;32;Varón Cis
Chaco;Full-Time;50000;40000;;;2;2;No;No recibo bono;No;0;0;QA / Tester;1;1;1;0;Docker;Java| Ruby;Ninguno de los anteriores;MongoDB| MySQL;Appium| Cucumber| Cypress| JUnit| Postman| Selenium| TestNG Serenity ;IntelliJ;10001+;;Producto basado en Software;8;10;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas;Universitario;Completado;Geología ;UNC - Universidad Nacional de Córdoba;Sí| de forma particular;No;No;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;4;0;1;Pareja;Sí;No;3;Cambié de rubro. Entré al rubro IT.;8;La empresa donde trabaja dejó de pagar sueldos. La actual se acomodó muy bien  no le afectó. ;Clases de meditación| Clases de yoga| Pago de abono de Internet;33;Mujer Cis
Chaco;Full-Time;247000;20000;;;4;4;De uno a tres sueldos;Performance de la compañía;Uno;10;7;Data Scientist;2;0;0;0;Amazon Web Services;Bash/Shell| Python;Ninguno de los anteriores;Teradata;Postman;IPython / Jupyter| PyCharm| Visual Studio Code;10001+;Trabajo para una empresa que no tiene oficina en mi ciudad;Otras industrias;10;10;Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Horarios flexibles| Lactario en la oficina| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;35;Varón Cis
Chaco;Full-Time;80000;53000;;;4;3;Un sueldo;Votado por decisión colectiva.;No;0;0;Developer;0;0;0;0;Ninguna de las anteriores;Javascript;Django| Vue.js;Ninguna de las anteriores;Ninguna de las anteriores;Visual Studio Code;101-200;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;10;8;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc);Universitario;Completado;Analista de Sistemas;UNCAus;No;Sí;Sí;No;0;Porcentaje de mi sueldo;Jamás;Visual;No;4;0;2;Familia de origen (madre/padre/hermanos/as);Sí;No;4;No;10;No la afectó;0;23;Varón Cis
Chubut;Full-Time;90000;74000;;;2;2;No;No recibo bono;No;0;0;BI Analyst / Data Analyst;4;0;0;0;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;101-200;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;10;7;Clases de idiomas| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;29;Mujer Cis
Chubut;Full-Time;45000;45000;;;1;2;No;No recibo bono;No;0;0;Designer;5;1;5;0;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Visual Studio Code;Nov-50;;Otras industrias;1;3;Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;35;Varón Cis
Chubut;Full-Time;75500;75500;;;3;3;No;No recibo bono;Uno;20;4;Developer;1;0;0;0;Amazon Web Services| Docker;CSS| HTML| Javascript| PHP| SQL;Bootstrap| jQuery| Laravel;MongoDB| MySQL;PHPUnit;Visual Studio Code;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;9;9;Abono de Internet| Clases de idiomas| Horarios flexibles| Licencia de paternidad / maternidad extendida;;;;;;;;;;;;;;;;;;;;;;;;;30;Varón Cis
Chubut;Full-Time;310000;;;;2;2;Menos de un sueldo;Mix de las anteriores;Uno;10;7;Developer;5;1;2;0;Amazon Web Services| Google Cloud Platform/App Engine;Java;Spring;Amazon DynamoDB| Cassandra| ElasticSearch| MySQL| Redis;JUnit;IntelliJ| Visual Studio Code;10001+;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;5;8;Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc);;;;;;;;;;;;;;;;;;;;;;;;;27;Varón Cis
Chubut;Remoto (empresa de otro país);84000;;Cobro en dólares;;2;3;No;No recibo bono;No;0;0;Developer;0;0;0;0;Docker;Bash/Shell| HTML| Kotlin| Python| SQL;Bootstrap| Django| Flask| Ninguno de los anteriores;Microsoft SQL Server| MongoDB| PostgreSQL;Ninguna de las anteriores;Notepad++| Visual Studio Code;10-Jan;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;9;5;Capacitaciones y/o cursos| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;22;Varón Cis
Chubut;Full-Time;206000;151000;Mi sueldo está dolarizado (pero cobro en moneda local);;3;2;No;No recibo bono;Tres;50;5;Developer;3;3;3;0;Azure| Docker| Linux;.NET| C#;.NET Core;Microsoft Azure (Tables| CosmosDB| SQL| etc);Cypress;Visual Studio| Visual Studio Code;101-200;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;6;0;Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;31;Varon
Chubut;Full-Time;130000;100000;;;3;3;Menos de un sueldo;Performance de la compañía;Uno;30;6;Developer;10;8;5;0;Mainframe| Windows Server;Java| Genexus;Spring;IBM Db2;JUnit;Eclipse| Notepad++| Descartes| Genexus;201-500;;Otras industrias;6;0;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;38;Varón Cis
Chubut;Full-Time;170000;133000;;;3;4;No;No recibo bono;Dos;30;7;Developer;2;0;1;0;Amazon Web Services| Docker| Linux| OpenStack;Bash/Shell| CSS| HTML| Javascript| PHP| SQL| TypeScript;Node.js| React.js;Amazon Redshift| ElasticSearch| MariaDB| MySQL| PostgreSQL;Jest;Visual Studio Code| Xcode;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;8;7;Capacitaciones y/o cursos| Clases de idiomas| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;26;Varón Cis
Chubut;Remoto (empresa de otro país);714000;595000;Mi sueldo está dolarizado (pero cobro en moneda local);168;4;4;No;No recibo bono;No;0;0;Developer;9;0;5;1;Amazon Web Services| Docker| Linux;Javascript| PHP| TypeScript;Laravel| Node.js| Vue.js;PostgreSQL;Jest| PHPUnit;Visual Studio Code;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;10;8;Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;34;Varón Cis
Chubut;Full-Time;60000;55000;;;3;3;No;No recibo bono;No;0;0;HelpDesk;25;15;13;0;Arduino o similar| Docker| Linux| Microcontroladores| Serverless| VMWare| Windows Server;ActionScript| Arduino| Assembler| CSS| HTML| Javascript| PHP| Python| SQL| VBA| Labview;Bootstrap| jQuery;MariaDB| Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server| MySQL| SQLite;OpenQA;NetBeans| Notepad++| PHPStorm| Sublime Text| Visual Studio;Nov-50;;Otras industrias;7;7;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;46;Varón Cis
Chubut;Full-Time;130560;108382;;;3;2;No;No recibo bono;Uno;19;4;Developer;15;2;2;0;Arduino o similar| Linux| Proxmox;CSS| Javascript| PHP| SQL;Bootstrap| jQuery| Laravel| Node.js| React.js;MariaDB| MySQL| PostgreSQL| Redis;PHPUnit| Postman;Notepad++| Visual Studio Code;51-100;;Otras industrias;7;7;Capacitaciones y/o cursos| Clases de idiomas| Comidas pagas / subvencionadas| Licencia de paternidad / maternidad extendida;Secundario;Completado;;;Sí| de forma particular| Sí| los pagó un empleador;No;Sí;No;0;Bruto;Jamás;;;;;;;;;;;;;;43;Varón Cis
Chubut;Full-Time;175692;132000;;;2;2;No;No recibo bono;Uno;20;4;Developer;7.5;7.5;7.5;0;Oracle;Pl-SQL ;Oracle forms;Oracle;Ninguna de las anteriores;Oracle designer;Nov-50;;Producto basado en Software;6;5;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;30;Prefiero no decir
Chubut;Full-Time;240000;150000;;;3;2;Un sueldo;Mix de las anteriores;Dos;40;7;Consultant;15;12;1;4;Peoplesoft;Peoplecode;Peopletools;Microsoft SQL Server| Oracle;Ninguna de las anteriores;Ninguno de los anteriores;51-100;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;7;9;Clases de idiomas;;;;;;;;;;;;;;;;;;;;;;;;;40;Varón Cis
Chubut;Full-Time;130000;130000;;;3;2;Un sueldo;"Es un aguinaldo"" a pesar que facturo.""";No;0;0;DBA;15;2;13;1;Amazon Web Services| Linux| Windows Server;SQL;Ninguno de los anteriores;Amazon Redshift| Amazon RDS/Aurora| Microsoft SQL Server| MySQL;Ninguna de las anteriores;Notepad++| Vim| Visual Studio Code;101-200;Trabajo para una empresa que no tiene oficina en mi ciudad;Otras industrias;7;0;Capacitaciones y/o cursos| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;48;Varón Cis
Chubut;Full-Time;165754;132038;;;2;2;No;No recibo bono;No;0;0;help desk + backup + vmware + sys admin;11;11;11;0;Linux| VMWare| Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;201-500;;Otras industrias;8;6;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;45;Varón Cis
Chubut;Full-Time;175000;135000;;;2;1;No;No aplica;Uno;7;7;Manager / Director;20;17;10;9;Docker| Linux| Windows Server;Javascript| PHP| Oracle;Angular| Node.js| WordPress;MariaDB| MySQL| Oracle;Ninguna de las anteriores;Eclipse| Notepad++| Oracle DS;1001-2000;;Otras industrias;5;4;Abono de celular| Licencia de paternidad / maternidad extendida;;;;;;;;;;;;;;;;;;;;;;;;;47;Varón Cis
Chubut;Full-Time;170000;141000;;;3;4;Menos de un sueldo;Performance individual;Dos;30;7;Developer;2;0;0;0;Amazon Web Services| Docker| Linux;Bash/Shell| CSS| HTML| Javascript| PHP| SQL| TypeScript;Node.js| React.js| Magento;Amazon RDS/Aurora;Ninguna de las anteriores;Visual Studio Code;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;7;5;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;En curso;Analista Programador Universitario;UNPSJB - Universidad Nacional de la Patagonia San Juan Bosco;Sí| de forma particular;No;Sí;No;0;Bruto;Jamás;;No;3;0;1;Pareja;No;Sí;3;Cambié de trabajo| pero no por la pandemia;6;No la afectó;Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Pago de abono de Internet;26;Varón Cis
Chubut;Remoto (empresa de otro país);90000;74000;;;2;1;No;No recibo bono;No;0;0;BI Analyst / Data Analyst;5;0;0;0;Ninguna de las anteriores;Python| R;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;IPython / Jupyter;101-200;Trabajo para una empresa que no tiene oficina en mi ciudad;Otras industrias;10;10;Clases de idiomas| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Incompleto;Licenciatura en Economia;Universidad nacional de la Patagonia San Juan bosco;Sí| de forma particular;No;No;No;0;Neto;En un trabajo anterior;;;4;0;1;Pareja;Sí;No;4;Decidí buscar otro trabajo;10;No la afectó;Ninguna de las anteriores;30;Mujer Cis
Chubut;Full-Time;95000;90000;Mi sueldo está dolarizado (pero cobro en moneda local);180;2;2;No;No recibo bono;Dos;20;7;Consultant;13;11;11;0;Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;Nov-50;;Otras industrias;4;3;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;38;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;125000;105000;;;2;2;No;No recibo bono;Uno;10;3;QA / Tester;3;1;3;4;Azure;.NET| C#| Python| SQL;Ninguno de los anteriores;Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server;Appium| Cucumber| HP UFT| JUnit| NUnit| Postman| Selenium| SoapUI;IntelliJ| Visual Studio| Visual Studio Code;201-500;;Servicios / Consultoría de Software / Digital;8;9;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Horarios flexibles;Universitario;En curso;Ingeniería en Informática;UBA - Universidad de Buenos Aires;Sí| de forma particular;No;No;;;;;;;;;;;;;;;;;;22;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;128000;106000;;;2;2;No;No recibo bono;Uno;25;2;Developer;0;0;0;0;Azure| Docker| Kubernetes;.NET| C#| Javascript;.NET Core| Node.js| React.js;MongoDB| PostgreSQL;Mocha;Sublime Text| Visual Studio| Visual Studio Code;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;9;0;Horarios flexibles;Universitario;En curso;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;Sí| de forma particular;No;Sí;No;0;Bruto;Jamás;;;1;0;2;Familia de origen (madre/padre/hermanos/as);Sí;No;4;Cambié de trabajo| pero no por la pandemia;10;Se vio beneficiada;Ninguna de las anteriores;23;Prefiero no decir
Ciudad Autónoma de Buenos Aires;Remoto (empresa de otro país);750000;750000;Cobro en dólares;;4;4;Un sueldo;Performance de la compañía;No;0;0;DBA;12;3;3;0;Linux| Solaris| oracle ;SQL;Ninguno de los anteriores;Oracle;Ninguna de las anteriores;Ninguno de los anteriores;5001-10000;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;10;10;Abono de celular| Abono de Internet;Universitario;Completado;Ingeniería en Sistemas de Información;UAI - Universidad Abierta Interamericana;No;No;No;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;2;1;2;Pareja| Hijos/as (tiempo completo);No;No;3;No;5;Se vio beneficiada;Ninguna de las anteriores;35;Varón Cis
Ciudad Autónoma de Buenos Aires;Tercerizado (trabajo a través de consultora o agencia);149000;119000;;;3;3;No;No recibo bono;Dos;31;4;Developer;2;1;1;0;Docker| OpenShift;CSS| HTML| Java| Javascript| TypeScript;Angular| Cordova| Node.js| Spring;MySQL;Cucumber| JUnit| Karma| Selenium;Eclipse| Visual Studio Code;2001-5000;;Producto basado en Software;5;0;Capacitaciones y/o cursos| Estacionamiento gratuito / subvencionado| Horarios flexibles;Universitario;Completado;Diseño Gráfico;UBA - Universidad de Buenos Aires;Sí| los pagó un empleador;No;Sí;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;;;;;;;;;;;;37;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;$105.000;83000;;;2;1;No;No recibo bono;Uno;20;3;SysAdmin / DevOps / SRE;15;10;8;1;Azure| Linux| Windows Server;Bash/Shell| HTML| SQL;WordPress;Microsoft SQL Server;Ninguna de las anteriores;Ninguno de los anteriores;51-100;;Otras industrias;3;2;Horarios flexibles;Terciario;Completado;Analista en Redes Informáticas;ESBA - Escuela Superior Buenos Aires;Sí| de forma particular;No;No;Sí| pasiva;0;Porcentaje de mi sueldo;En mi trabajo actual;;;4;1;2;Pareja| Hijos/as (tiempo completo);Sí;No;3;No;4;No la afectó;Clases de yoga;46;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;195000;140000;;;2;2;No;No recibo bono;Uno;10;6;SysAdmin / DevOps / SRE;11;0;2;0;Amazon Web Services| Docker| Linux;Bash/Shell| Python;WordPress;MySQL| PostgreSQL;Ninguna de las anteriores;Sublime Text| Visual Studio Code;1001-2000;;Producto basado en Software;7;10;Abono de Internet| Horarios flexibles;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UCAECE - Centro de Altos Estudios en Ciencias Exactas;Sí| de forma particular;No;No;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;;;;;;;;;;;;36;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;243000;210000;;;2;2;De uno a tres sueldos;Mix de las anteriores;Uno;43;1;Data Scientist;5;1;1;0;Ninguna de las anteriores;Bash/Shell| Python| SQL;Spark| TensorFlow| Torch;Apache Hive| MySQL| Oracle| PostgreSQL| Teradata;Ninguna de las anteriores;Visual Studio Code;10001+;;Producto basado en Software;9;9;Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Estacionamiento gratuito / subvencionado| Licencia de paternidad / maternidad extendida;Doctorado;En curso;;UBA - Universidad de Buenos Aires;Sí| de forma particular| Sí| los pagó un empleador;No;No;No;0;Porcentaje de mi sueldo;Jamás;;;2;1;1;Hijos/as (tiempo completo);Sí;No;3;Cambié de trabajo| pero no por la pandemia;5;Se vio beneficiada;Compra de accesorios (escritorio| monitor| teclado| mouse| etc);34;Varón Cis
